Petitioner,Respondent,Date,Judges,Judgment
,,15/12/1995,,"JUDGMENT15/12/1995 BENCH: AHMADI A.M. (CJ) BENCH: AHMADI A.M. (CJ) KULDIP SINGH (J) JEEVAN REDDY, B.P. (J) SINGH N.P. (J) AHMAD SAGHIR S. (J) CITATION:  1996 AIR  770            1996 SCC  (1) 361  JT 1995 (9)   393        1995 SCALE  (7)202 ACT: HEADNOTE: JUDGMENT:                       J U D G M E N T AHMADI, CJI : 1.   The short  but interesting question that arises for our consideration is :-      ""Whether the Awards, Bharat Ratna, Padma      Vibhushan, Padma  Bhushan and Padma Shri      (hereinafter   called    ""The   National      Awards"") are ""Titles"" within the meaning      of Article  18(1) of the Constitution of      India?"" 2.   Before dealing  with the  legal aspects of the question at issue,  we may  briefly set out the factual matrix of the two cases.  The two  petitions which have given rise to this issue were  filed in  the High  Courts of  Kerala and Madhya Pradesh (Indore  Bench),  respectively.  The  petitioner  in T.C.(C)  No.9/94,   Balaji  Raghavan   (hereinafter  ..."
